event_index,mode,problem_slug,difficulty,stage,expected_action,system_action,agreement,wall_latency_ms
198,NO_POLICY,reverse-linked-list,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,44
199,NO_POLICY,matrix-diagonal-sum,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,25
200,NO_POLICY,matrix-diagonal-sum,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,35
201,NO_POLICY,matrix-diagonal-sum,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,48
202,NO_POLICY,matrix-diagonal-sum,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,46
203,NO_POLICY,matrix-diagonal-sum,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,45
204,NO_POLICY,matrix-diagonal-sum,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,25
205,NO_POLICY,roman-to-integer,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,34
206,NO_POLICY,roman-to-integer,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,51
207,NO_POLICY,roman-to-integer,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,45
208,NO_POLICY,roman-to-integer,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,46
209,NO_POLICY,roman-to-integer,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,48
210,NO_POLICY,roman-to-integer,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,54
211,NO_POLICY,climbing-stairs,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,36
212,NO_POLICY,climbing-stairs,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,49
213,NO_POLICY,climbing-stairs,easy,first_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,45
214,NO_POLICY,climbing-stairs,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,46
215,NO_POLICY,climbing-stairs,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,44
216,NO_POLICY,climbing-stairs,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,45
217,NO_POLICY,palindrome,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,48
218,NO_POLICY,palindrome,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,44
219,NO_POLICY,palindrome,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,49
220,NO_POLICY,palindrome,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,47
221,NO_POLICY,palindrome,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,25
222,NO_POLICY,palindrome,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,50
223,NO_POLICY,two-sum,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,47
224,NO_POLICY,two-sum,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,45
225,NO_POLICY,two-sum,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,45
226,NO_POLICY,two-sum,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,49
227,NO_POLICY,two-sum,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,43
228,NO_POLICY,two-sum,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,29
229,NO_POLICY,valid-parentheses,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,47
230,NO_POLICY,valid-parentheses,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,45
231,NO_POLICY,valid-parentheses,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,57
232,NO_POLICY,valid-parentheses,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,40
233,NO_POLICY,valid-parentheses,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,43
234,NO_POLICY,valid-parentheses,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,48
235,NO_POLICY,binary-search,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,25
236,NO_POLICY,binary-search,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,52
237,NO_POLICY,binary-search,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,45
238,NO_POLICY,binary-search,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,45
239,NO_POLICY,binary-search,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,48
240,NO_POLICY,binary-search,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,45
241,NO_POLICY,merge-sorted-array,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,45
242,NO_POLICY,merge-sorted-array,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,49
243,NO_POLICY,merge-sorted-array,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,46
244,NO_POLICY,merge-sorted-array,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,46
245,NO_POLICY,merge-sorted-array,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,48
246,NO_POLICY,merge-sorted-array,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,43
247,NO_POLICY,trapping-rain-water,hard,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,22
248,NO_POLICY,trapping-rain-water,hard,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,40
249,NO_POLICY,trapping-rain-water,hard,first_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,48
250,NO_POLICY,trapping-rain-water,hard,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,43
251,NO_POLICY,trapping-rain-water,hard,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,26
252,NO_POLICY,trapping-rain-water,hard,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,35
253,NO_POLICY,lru-cache,medium,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,46
254,NO_POLICY,lru-cache,medium,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,74
255,NO_POLICY,lru-cache,medium,first_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,61
256,NO_POLICY,lru-cache,medium,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,39
257,NO_POLICY,lru-cache,medium,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,45
258,NO_POLICY,lru-cache,medium,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,45
259,NO_POLICY,longest-substring,medium,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,44
260,NO_POLICY,longest-substring,medium,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,50
261,NO_POLICY,longest-substring,medium,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,46
262,NO_POLICY,longest-substring,medium,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,43
263,NO_POLICY,longest-substring,medium,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,45
264,NO_POLICY,longest-substring,medium,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,47
265,NO_POLICY,reverse-linked-list,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,43
266,NO_POLICY,reverse-linked-list,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,52
267,NO_POLICY,reverse-linked-list,easy,first_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,42
268,NO_POLICY,reverse-linked-list,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,47
269,NO_POLICY,reverse-linked-list,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,48
270,NO_POLICY,reverse-linked-list,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,43
271,NO_POLICY,matrix-diagonal-sum,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,46
272,NO_POLICY,matrix-diagonal-sum,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,46
273,NO_POLICY,matrix-diagonal-sum,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,46
274,NO_POLICY,matrix-diagonal-sum,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,49
275,NO_POLICY,matrix-diagonal-sum,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,47
276,NO_POLICY,matrix-diagonal-sum,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,53
277,NO_POLICY,roman-to-integer,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,35
278,NO_POLICY,roman-to-integer,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,49
279,NO_POLICY,roman-to-integer,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,45
280,NO_POLICY,roman-to-integer,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,51
281,NO_POLICY,roman-to-integer,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,42
282,NO_POLICY,roman-to-integer,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,47
283,NO_POLICY,climbing-stairs,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,45
284,NO_POLICY,climbing-stairs,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,45
285,NO_POLICY,climbing-stairs,easy,first_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,46
286,NO_POLICY,climbing-stairs,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,47
287,NO_POLICY,climbing-stairs,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,45
288,NO_POLICY,climbing-stairs,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,49
